idx,corruption,aann,corrupted_construction,diff
4533,order_swap,an extra three pencils,a three extra pencils,0.5992293357849121
4533,no_article,an extra three pencils,extra three pencils,1.4659748077392578
4533,no_modifier,an extra three pencils,a three pencils,0.19341754913330078
4533,no_numeral,an extra three pencils,an extra pencils,0.927558422088623
4546,order_swap,an extra five chairs,a five extra chairs,0.8019428253173828
4546,no_article,an extra five chairs,extra five chairs,2.168877124786376
4546,no_modifier,an extra five chairs,a five chairs,0.7115488052368164
4546,no_numeral,an extra five chairs,an extra chairs,-0.19129228591918945
4562,order_swap,a measly three marbles,a three measly marbles,0.23926734924316406
4562,no_article,a measly three marbles,measly three marbles,1.611856460571289
4562,no_modifier,a measly three marbles,a three marbles,1.3067116737365723
4562,no_numeral,a measly three marbles,a measly marbles,1.1261181831359863
4568,order_swap,a measly three bananas,a three measly bananas,0.25452327728271484
4568,no_article,a measly three bananas,measly three bananas,1.5098018646240234
4568,no_modifier,a measly three bananas,a three bananas,0.615321159362793
4568,no_numeral,a measly three bananas,a measly bananas,0.7588257789611816
4570,order_swap,a measly three trays,a three measly trays,0.4287600517272949
4570,no_article,a measly three trays,measly three trays,1.1873188018798828
4570,no_modifier,a measly three trays,a three trays,0.676182746887207
4570,no_numeral,a measly three trays,a measly trays,1.033365249633789
4589,order_swap,a measly twenty apples,a twenty measly apples,0.8251752853393555
4589,no_article,a measly twenty apples,measly twenty apples,1.5616545677185059
4589,no_modifier,a measly twenty apples,a twenty apples,1.2904982566833496
4589,no_numeral,a measly twenty apples,a measly apples,-0.45790863037109375
4621,order_swap,a record-setting three desks,a three record-setting desks,0.6303191184997559
4621,no_article,a record-setting three desks,record-setting three desks,1.1729516983032227
4621,no_modifier,a record-setting three desks,a three desks,0.96073150634765625
4621,no_numeral,a record-setting three desks,a record-setting desks,0.44464826583862305
4635,order_swap,a record-setting five forks,a five record-setting forks,1.1181678771972656
4635,no_article,a record-setting five forks,record-setting five forks,1.0780868530273438
4635,no_modifier,a record-setting five forks,a five forks,1.090273380279541
4635,no_numeral,a record-setting five forks,a record-setting forks,0.5249452590942383
4646,order_swap,a record-setting twenty chairs,a twenty record-setting chairs,0.7915387153625488
4646,no_article,a record-setting twenty chairs,record-setting twenty chairs,1.5457792282104492
4646,no_modifier,a record-setting twenty chairs,a twenty chairs,1.6188559532165527
4646,no_numeral,a record-setting twenty chairs,a record-setting chairs,0.009346485137939453
4655,order_swap,a large three forks,a three large forks,0.29892826080322266
4655,no_article,a large three forks,large three forks,1.7999567985534668
4655,no_modifier,a large three forks,a three forks,-0.09020185470581055
4655,no_numeral,a large three forks,a large forks,0.15654802322387695
4674,order_swap,a large twenty belts,a twenty large belts,-0.06909561157226474
4674,no_article,a large twenty belts,large twenty belts,1.96775245666504
4674,no_modifier,a large twenty belts,a twenty belts,0.40334177017212003
4674,no_numeral,a large twenty belts,a large belts,-1.0008268356323233
4680,order_swap,a large twenty trays,a twenty large trays,-0.073276519775390625
4680,no_article,a large twenty trays,large twenty trays,1.196833610534668
4680,no_modifier,a large twenty trays,a twenty trays,0.048254966735839844
4680,no_numeral,a large twenty trays,a large trays,-0.925346851348877
4974,order_swap,an astonishing twenty pianists,a twenty astonishing pianists,1.6022486686706543
4974,no_article,an astonishing twenty pianists,astonishing twenty pianists,1.8253426551818848
4974,no_modifier,an astonishing twenty pianists,a twenty pianists,1.713015079498291
4974,no_numeral,an astonishing twenty pianists,an astonishing pianists,1.6176018714904785
4995,order_swap,an incredible five teammates,a five incredible teammates,0.6959547996520996
4995,no_article,an incredible five teammates,incredible five teammates,0.9623394012451172
4995,no_modifier,an incredible five teammates,a five teammates,1.3188724517822266
4995,no_numeral,an incredible five teammates,an incredible teammates,-0.033704519271850586
5004,order_swap,an incredible twenty pianists,a twenty incredible pianists,1.332862377166748
5004,no_article,an incredible twenty pianists,incredible twenty pianists,1.4264249801635742
5004,no_modifier,an incredible twenty pianists,a twenty pianists,1.9649605751037598
5004,no_numeral,an incredible twenty pianists,an incredible pianists,0.7867951393127441
5016,order_swap,an impressive three lawyers,a three impressive lawyers,0.8680124282836914
5016,no_article,an impressive three lawyers,impressive three lawyers,1.5737199783325195
5016,no_modifier,an impressive three lawyers,a three lawyers,0.8539042472839355
5016,no_numeral,an impressive three lawyers,an impressive lawyers,0.7091207504272461
5029,order_swap,an impressive five Americans,a five impressive Americans,1.4062275886535645
5029,no_article,an impressive five Americans,impressive five Americans,2.7414793968200684
5029,no_modifier,an impressive five Americans,a five Americans,2.584381580352783
5029,no_numeral,an impressive five Americans,an impressive Americans,1.2228150367736816
5076,order_swap,a surprising three lawyers,a three surprising lawyers,1.1497554779052734
5076,no_article,a surprising three lawyers,surprising three lawyers,1.698646068572998
5076,no_modifier,a surprising three lawyers,a three lawyers,0.005218982696533203
5076,no_numeral,a surprising three lawyers,a surprising lawyers,1.2012577056884766
5080,order_swap,a surprising three bankers,a three surprising bankers,1.418015480041504
5080,no_article,a surprising three bankers,surprising three bankers,2.346923828125
5080,no_modifier,a surprising three bankers,a three bankers,0.34421253204345703
5080,no_numeral,a surprising three bankers,a surprising bankers,1.8138360977172852
5100,order_swap,a surprising twenty bankers,a twenty surprising bankers,1.4060759544372559
5100,no_article,a surprising twenty bankers,surprising twenty bankers,2.436485767364502
5100,no_modifier,a surprising twenty bankers,a twenty bankers,0.45314741134643555
5100,no_numeral,a surprising twenty bankers,a surprising bankers,1.3591389656066895
5107,order_swap,a devastating three doctors,a three devastating doctors,1.2538485527038574
5107,no_article,a devastating three doctors,devastating three doctors,1.242142677307129
5107,no_modifier,a devastating three doctors,a three doctors,0.8761844635009766
5107,no_numeral,a devastating three doctors,a devastating doctors,0.45589733123779297
5124,order_swap,a devastating twenty pianists,a twenty devastating pianists,1.3261899948120117
5124,no_article,a devastating twenty pianists,devastating twenty pianists,1.4046950340270996
5124,no_modifier,a devastating twenty pianists,a twenty pianists,1.460291862487793
5124,no_numeral,a devastating twenty pianists,a devastating pianists,0.49683189392089844
5127,order_swap,a devastating twenty doctors,a twenty devastating doctors,1.3965497016906738
5127,no_article,a devastating twenty doctors,devastating twenty doctors,1.2742109298706055
5127,no_modifier,a devastating twenty doctors,a twenty doctors,1.7070245742797852
5127,no_numeral,a devastating twenty doctors,a devastating doctors,-0.11492300033569336
5145,order_swap,a pathetic five teammates,a five pathetic teammates,0.9726395606994629
5145,no_article,a pathetic five teammates,pathetic five teammates,1.4939923286437988
5145,no_modifier,a pathetic five teammates,a five teammates,0.8413577079772949
5145,no_numeral,a pathetic five teammates,a pathetic teammates,0.4886155128479004
5147,order_swap,a pathetic five doctors,a five pathetic doctors,1.0809221267700195
5147,no_article,a pathetic five doctors,pathetic five doctors,1.5764999389648438
5147,no_modifier,a pathetic five doctors,a five doctors,0.7005405426025391
5147,no_numeral,a pathetic five doctors,a pathetic doctors,0.4278378486633301
5154,order_swap,a pathetic twenty pianists,a twenty pathetic pianists,1.1720237731933594
5154,no_article,a pathetic twenty pianists,pathetic twenty pianists,1.788038730621338
5154,no_modifier,a pathetic twenty pianists,a twenty pianists,0.8991227149963379
5154,no_numeral,a pathetic twenty pianists,a pathetic pianists,0.8982491493225098
5160,order_swap,a pathetic twenty bankers,a twenty pathetic bankers,0.8735227584838867
5160,no_article,a pathetic twenty bankers,pathetic twenty bankers,1.6837129592895508
5160,no_modifier,a pathetic twenty bankers,a twenty bankers,1.1534724235534668
5160,no_numeral,a pathetic twenty bankers,a pathetic bankers,0.351287841796875
5175,order_swap,a remarkable five teammates,a five remarkable teammates,0.9724001884460449
5175,no_article,a remarkable five teammates,remarkable five teammates,1.2782244682312012
5175,no_modifier,a remarkable five teammates,a five teammates,0.2905235290527344
5175,no_numeral,a remarkable five teammates,a remarkable teammates,0.31714677810668945
5187,order_swap,a remarkable twenty doctors,a twenty remarkable doctors,1.2918391227722168
5187,no_article,a remarkable twenty doctors,remarkable twenty doctors,2.057572364807129
5187,no_modifier,a remarkable twenty doctors,a twenty doctors,0.7809896469116211
5187,no_numeral,a remarkable twenty doctors,a remarkable doctors,-0.14038610458374023
5193,order_swap,a mediocre three athletes,a three mediocre athletes,0.517939567565918
5193,no_article,a mediocre three athletes,mediocre three athletes,1.506523609161377
5193,no_modifier,a mediocre three athletes,a three athletes,1.6621522903442383
5193,no_numeral,a mediocre three athletes,a mediocre athletes,0.1109476089477539
5197,order_swap,a mediocre three doctors,a three mediocre doctors,0.7822308540344238
5197,no_article,a mediocre three doctors,mediocre three doctors,1.3042998313903809
5197,no_modifier,a mediocre three doctors,a three doctors,0.7303194999694824
5197,no_numeral,a mediocre three doctors,a mediocre doctors,0.10367441177368164
5205,order_swap,a mediocre five teammates,a five mediocre teammates,0.30706071853637695
5205,no_article,a mediocre five teammates,mediocre five teammates,0.7899742126464844
5205,no_modifier,a mediocre five teammates,a five teammates,0.5646777153015137
5205,no_numeral,a mediocre five teammates,a mediocre teammates,-0.4511837959289551
5209,order_swap,a mediocre five Americans,a five mediocre Americans,0.9337129592895508
5209,no_article,a mediocre five Americans,mediocre five Americans,1.883695125579834
5209,no_modifier,a mediocre five Americans,a five Americans,2.668914318084717
5209,no_numeral,a mediocre five Americans,a mediocre Americans,0.43637561798095703
5240,order_swap,an unsatisfying five bankers,a five unsatisfying bankers,0.25342226028442383
5240,no_article,an unsatisfying five bankers,unsatisfying five bankers,1.1165051460266113
5240,no_modifier,an unsatisfying five bankers,a five bankers,1.0023679733276367
5240,no_numeral,an unsatisfying five bankers,an unsatisfying bankers,0.33548498153686523
5263,order_swap,a lovely five athletes,a five lovely athletes,0.26302051544189453
5263,no_article,a lovely five athletes,lovely five athletes,0.8517827987670898
5263,no_modifier,a lovely five athletes,a five athletes,1.4677338600158691
5263,no_numeral,a lovely five athletes,a lovely athletes,-0.25600481033325195
5264,order_swap,a lovely five pianists,a five lovely pianists,0.645263671875
5264,no_article,a lovely five pianists,lovely five pianists,1.1737556457519531
5264,no_modifier,a lovely five pianists,a five pianists,1.6870927810668945
5264,no_numeral,a lovely five pianists,a lovely pianists,0.2743096351623535
5273,order_swap,a lovely twenty athletes,a twenty lovely athletes,0.43410491943359375
5273,no_article,a lovely twenty athletes,lovely twenty athletes,0.8233146667480469
5273,no_modifier,a lovely twenty athletes,a twenty athletes,1.7252202033996582
5273,no_numeral,a lovely twenty athletes,a lovely athletes,-0.49668073654174805
5324,order_swap,an enchanting five pianists,a five enchanting pianists,0.5882925987243652
5324,no_article,an enchanting five pianists,enchanting five pianists,0.9650487899780273
5324,no_modifier,an enchanting five pianists,a five pianists,1.707411766052246
5324,no_numeral,an enchanting five pianists,an enchanting pianists,0.49094486236572266
5342,order_swap,a soothing three students,a three soothing students,0.5569643974304199
5342,no_article,a soothing three students,soothing three students,2.111830234527588
5342,no_modifier,a soothing three students,a three students,0.16310739517211914
