sentence_idx,PREP,ADJ,PRON,VERB,sentence
2007403,as,bad,it,looks,It's not as bad as it looks.
2014068,than,more,he,could,To stand by and hear Sara Stuart discussed after this fashion was more than he could endure .
2018077,than,more,he,does,more than he does.
2018963,as,lonesome,you,are,I 'm really just as bored and lonesome as you are .
2023589,than,more,they,do,advantage of knowing more than they do.
2023925,as,glad,I,can,"You 're rained in for the night , and I 'm as glad as I can be ."
2025013,as,much,you,can,"`` As much as you can eat , '' promised Ida ."
2026389,as,long,I,can,"I think it's level, I think the, the benefit just stays the same  cos the, the cost hasn't increased it's been like that for  oh  she's been paying round about twelve pounds a month now for as long as I can remember."
2026602,than,older,you,are,"Well, uh, I probably a little bit older than you are,"
2045120,as,good,it,smells,`` I hope it will taste as good as it smells .
2053148,than,harder,you,can,"No, not hard: harder than you can imagine."
2054252,as,comfortable,they,are,Things are more comfortable as they are .
2056321,than,more,he,could,Its mingled delight and pain were almost more than he could bear .
2057062,than,more,they,upload,"The opposite of a seed is a leech, a peer that downloads more than they upload."
2057122,than,more,they,download,"In peer-to-peer file sharing, the strength of a swarm depends on user behaviour, as peers ideally upload more than they download."
2057138,than,more,they,upload,"Leechers, peers that download more than they upload, are a threat to peer-to-peer file sharing and the practice of seeding."
2061540,than,older,I,am,"Perhaps it is because she is so much older than I am , but it does n't seem to me that Sara could really ever have been young ."
2062336,than,older,I,am,Blanche is twenty -- two years older than I am .
2069860,than,easier,it,looks,"Maybe, he told himself, this test pilot game is easier than it looks."
2070697,than,smarter,I,am,"I should never have thought of it myself -- not that Jill is any smarter than I am , either , but girls are such creatures for planning up mischief and leading other folks into it and then laying the blame on them when things go wrong ."
2071253,as,bad,we,are,She wo n't believe we 're half as bad as we are .
2071789,than,older,I,am,"Sometimes Jill talks as if she were a hundred years older than I am , instead of being a twin ."
2072504,as,smug,you,like,And then you become dependant on the state and you have these Tory  as smug as you like!
2075519,than,older,I,am,She is eight years older than I am .
2081316,as,dense,it,warms,"This action rapidly warms the cold water, which contributes to rising sea levels, as water becomes less dense as it warms."
2089218,as,happy,we,are,Aunt Susanna has a big house and lots of money but she is n't as happy as we are .
2089906,as,normal,you,can,That's bad as far from normal as you can get.
2090285,as,much,we,deserve,"Anyway , Aunt Susanna has never since insinuated that we ca n't cook , and that is as much as we deserve ."
2093815,as,glabrous,it,matures,"The new growth is silky-hairy, becoming glabrous as it matures."
2096942,than,worse,you,imagine,her much worse than you imagine.
2097758,as,simplified,we,can,And that's about as simplified as we can get.
2101968,than,more,you,do,"any more than you do, but one must be consistent."
2108642,than,darker,you,think,Much darker than you think.
2126019,as,nice,she,looks,`` Is she as nice as she looks ? ''
2126217,than,difficult,we,can,"It will be more difficult than we can imagine, but when we overcome that ordeal, the ""D"" in Project D will have a true meaning for the first time."
2129221,as,simple,you,imagine,It is not as simple as you imagine.
2133815,as,orange,they,mature,Fruits are initially green but turn deep orange as they mature.
2140820,as,scornful,she,pleases,"`` But I never shall again -- no , never , let her be as vexed and scornful as she pleases . ''"
2142640,as,easy,you,think,Attacking a fortress is not as easy as you think.
2143018,as,Shocking,it,is,"""Shocking as it is, even some who have been prominent in Jehovas organization have succumbed to immoral practices, including homosexuality, wife swapping and child molesting."""
2151690,as,high,it,can,it's about as high as it can go .
2157801,than,more,I,do,"well, you know a little, uh, a little bit more than I do,"
2158962,as,lackadaisical,you,please,"I remember one time he went clean through that hymn beginning , ` Hark from the tombs a doleful sound , ' and two years ago it was ` To Mary in Heaven , ' as lackadaisical as you please ."
2161072,as,rich,it,is,"British Government, rich as it is, cannot afford to spend a hundred"
2166541,than,older,she,is,"When his sister Katy Harris (Lucy-Jo Hudson) starts dating David's father Martin Platt (Sean Wilson), her father's friend, who is 20 years older than she is, it causes Tommy and Angela to split up."
2173700,than,more,I,can,But the thought of the children 's disappointment tomorrow is more than I can bear .
2191954,as,cushy,it,seems,But it isn't as cushy as it seems.
2192328,than,responsible,I,am,There are people more responsible than I am.
2192733,than,faster,they,should,"far louder and faster than they should be, so that their notes, which"
2195328,as,beautiful,they,may,great and beautiful as they may be.
2198152,than,younger,I,am,`` I have a little sister a year younger than I am .
2198648,as,wealthy,he,is,"but, um, it was kind of hard for me to think, here's someone as wealthy as he is,"
2205860,as,belligerent,they,can,"As belligerent as they can be, these fascinating dolphins will remain in a tight-knit social structure enjoying strength in numbers."
2207842,than,cheaper,we,pay,That's cheaper than we pay.
2221818,as,juddery,you,know,"It might be juddery as you know, but"
2224437,than,earlier,we,are,"I think you are, I think you are earlier than we are, as a rule, aren't you?"
2227320,than,worse,you,think,They are present everywhere in our environment but are invisible to the human eye and their effects are much worse than you think!
2232010,as,much,you,kin,"Git a good strong girl that ai n't afraid of work , that 'll hold things together when ye 're reading po ` try -- that 's as much as you kin expect ."
2236323,as,alone,she,does,"It ai n't safe for her to wander about alone as she does , but it ai n't often anybody from the harbour gets up this far ."
2242203,than,evil,I,am,"I mean obviously that's  stretching a point in one way, but just be careful what you're leaving yourself open to, because there are men and women in journalism who are far more evil than I am."
2244326,as,afraid,I,am,Just as afraid as I am.
2259748,as,abstracted,he,is,"But the trouble is , she really is homely and , Anne dearie , Mr. Meredith , abstracted as he is , has an eye for a good-looking woman , man-like ."
2261815,as,enough,it,is,"cost enough as it is, even when you don't hang them on the stones out"
2266192,as,much,you,can,"as much as you can carry."""
2267470,as,stupid,she,is,"Jessie Drew is as good a housekeeper as her mother , but would you want to be as stupid as she is ? ''"
2273763,than,more,I,do,"The millenniun is n't THAT near , Mr. Meredith , and YOU do n't think it is any more than I do ."
2277535,as,happy,you,look,I hope you are as happy as you look . '
2279993,as,careful,she,could,"She was as careful as she could be, and avoided the branches,"
2280254,as,astonished,you,are,"I, I'm as astonished as you are, erm, the, the way in which people like Talker Parsons did it was, they regarded these basic er, personal psychological drives as a kind of putty, that could then be moulded by social pressure."
