sentence_idx,sentence
1893,"""Yesterday I slipped on the ice and broke my leg then that motherfucker from the grader passed by again and I have snow all the way up my ass!"
1895,April 23th:
1900,Who would ever think of coming to live in this cold and lonely shithole?
4409196,If everything I said were correct supernovi would look very different than they do.
2369390,"Yeah, but you're so much better than I am."
9103214,Been sitting in my cabinet for longer than I can remember.
1904,"That's why I address her as 'woman' and she responds expectedly, almost immediately and accordingly, because women love it when you call them women, with authority though."
9676654,"Now, the police, of course, are investigating, and I trust that you will be as co-operative as they require."
7489395,I guess I'm not man enough to be as womanly as you are.
1909,"And sure, you have a kind heart, and you're a gifted listener, but my dreams have had dreams about doing unthinkable things."
6850423,I don't know any more than you know!
1912,"This ain't a love poem, but if you played it in your sleep, you could feel it in your sheets, nibbling at your ears that it'd whisk away your fears, that it's chanting  the rhythm of your cheers."
1914,Wipe away a tear.
1329019,"The amount of gain and loses proportional to the difference in temperature, but to the left and to the right, the difference in temperature is the same, so we lose as much as we gain."
6637436,"""More than you want,"" the hawk-faced man corrected."
1917,"My name is Tenda McFly, and I'll be your host and your poet-in-residence for the evening."
8349563,"I guess this has... given me... hope that, uh... there might be... as cheesy and corny as it sounds, somewhere out-- someone out there for me."
1920,I'm gonna tell my Bernard of you!
11331456,I have my sources same as you do.
1927,"Oh, shit!"
1928,"Sorry, I didn't see you there."
1931,Do you know Louise Clancy ?
640907,"There are moments when the extent of it seems doubtful; and till his sentiments are fully known, you cannot wonder at my wishing to avoid any encouragement of my own partiality, by believing or calling it more than it is."
11151243,"He figured some people need more than they got, other people got more than they need."
75662,"Then, clever as I am, I can earn a lot of money."
3835790,He’s as excited as you are.”
1936,What time does she get back?
1222551,"I 'm ever so much older than she is , '' cried Stuffy , indignantly ."
1945,"You know, like a monkey-wrench or somethin'"
1949,This is 'er place
1954,"There you go, that should do it"
1955,"No, it's too big"
1956,D'you want a cuppa tea?
1957,So are you Louise's boyfriend?
1958,No.
1959,"Oh, right."
1960,"What, you're just like a mate?"
5040041,"Big as it is, the Orion nebula is just part of an even larger star-forming area known as the Orion complex."
1962,You must be the missing link then
1963,"Yeah, that's me"
9701290,FAR BETTER THAN HE DOES.
11069356,"No other way of helping him, proud as he is, you know him, Aliki."
11290541,"Yeah, just not as filling as one might hope."
1967,"All right, we'll be strangers"
1968,"- I see your boomerang came back then, love - It's not my fuckin' boomerang"
11184050,I'm not as wicked as you think.
1971,She's in Zimbabwe at the moment.
1972,And fuck knows what she's gonna bring back from there
1973,Pellagra or hepatitis B or something.
1974,She's with her boyfriend
4990903,Let's just say... not all fathers are as encouraging as you are.
1976,I dunno.
7931827,I have seen more than you know.
1165242,"""That's more than I know!"""
9291700,"Does she not think her blessed, unworthy as she is, that we have brought so worthy a gentleman to be her groom?"
1980,Does she like you?
1981,I dunno - you'd better ask 'er.
1986,"Have you ever thought, right"
3639234,AND YOU MUST BE A LOT TOUGHER THAN YOU LOOK.
1988,"Oh, shit!"
6006722,"There are some few other grace notes that show themselves as we're learning what it is that makes Odysseus, Odysseus, someone so grand as he is."
9668549,"- We don't sell them, we just ask you to give a donation, as much as you can afford."
10463170,Quick as you like.
1994,"- Oh, fuckin' 'ell !"
1763275,"Yet William Blair at the store up there , rich and respected as he is , was n't half as clever a man as I was when we started in life : you may n't believe that , but it 's true ."
7981003,"Yes, we the bishops - unworthy as we are, unworthy servants, as we say during Mass - we are the successors of the apostles."
1997,"All they gotta do is sit round, howlin' at the moon."
1998,It's better than standin' on the cheesy fuckin' thing.
3205069,"That's quite a good i , go and get one  and see that you cover it tin foil if you want but it'll probably be alright as it is."
7784399,We owe you and Tarzan more than we can repay.
3074001,"Sawako's tougher than she looks, isn't she?"
11036620,"As big as she is, there are worms in the deep desert that could swallow one whole."
11290578,"You can have as many as you want, incidentally."
2006,"I mean, they're just , big metal pricks!"
10291159,"Well, Ruth isn't as strong as we would hope, at this stage."
2010,"X-Y-ly-chromosome, slavering, lusty male member of the species?"
7129055,"Unusual as it may seem, we're talking about me."
7456737,[Because of] opinions...So erase the opinions then we will see them as pure Soul - as clear as they are!
2018,All right?
8194017,"As fine as you are, probably only have to tutor me like once or twice and I'll get ""A""s.,"
2020,All right?
2021,"Enjoyin' yourself, are you?"
8366053,"They're more clever than you would think, and creative."
2023,Bloody 'ell
7186409,"Your lives, such as they are, have come to an end."
7514092,"Less than I'll save, if I get that information."
7284717,"Come now, I may be friendlier than you think."
2030,I'm not 'ere.
5145590,I'm not that stupid as you think.
8529902,Eat as much as you want.
9062380,He knows more than we do.
649202,"However, I am much happier as I am."
2035,Why didn't you tell me you were comin'?
11356142,It's a lot better than it looks.
2040,So 'ow did you get 'ere then?
2451448,Today is already just about as weird as I can handle.
2045,"'e's a fuckin' genius, this geezer!"
1894397,"like ""Australia, it's great, it's great"" and you go there and it's even more great than you think."
2048,"No, we've been sat 'ere in embarassin' silence all afternoon."
