idx,sentence
497,"""Shocking as it is, even some who have been prominent in Jehovas organization have succumbed to immoral practices, including homosexuality, wife swapping and child molesting."""
125,"Her time in the United States was pleasant, surrounded as she was by supportive colleagues and absorbed in her favorite subjects."
946,"""innocent as she was,"
532,"But , tired as we were , we drew the line at that ."
3046,"Toplofty as they make 'em , though ."
1458,"But bad though the famine was in Scotland, it was infinitely worse in Ireland."
299,"but, bound as I was, I sprang upon him and beat him down."""
1155,"but I think what's interesting is that if you're, that there, uh, that as difficult as it is, or as, as much as they try, they put some bias,"
2147,"Careless boy though I was , it stirred me to the deeps ."
343,"cavaliers and threw himself, all fettered though he was, upon the"
629,"Yet Dan , credulous as he was , could not believe it all at once ."
777,"uncouth, old though I am, I loved this man."
1214,"Even Morgan himself, intrepid as he was, shrank from"
1976,"His one neat little living room was full of them -- beautiful , hideous or quaint as the case might be , and almost all having some weird or exciting story attached ."
3835,calm as it was then drawing away?
3044,"Romantic as he was , it never occurred to him that Mattie might be as romantic as himself ."
1841,"After his birth Anne had been very ill for a long time , and Susan `` mothered '' the baby with a passionate tenderness which none of the other children , dear as they were to her , had ever called out ."
3809,"But the trouble is , she really is homely and , Anne dearie , Mr. Meredith , abstracted as he is , has an eye for a good-looking woman , man-like ."
2749,"By declaring independence, unprepared as we are..."
227,Murmurous as the August bees
603,"As shitty as it is, we're going to pull through together."
3797,painting--imperfect or ill-proportioned as it may appear to this or that
1184,"Prosaic as these considerations may appear, they are nevertheless the"
769,"`` I 'll go barefooted first , cold as it is . ''"
63,As cold as the clay
1733,"Perhaps this woman , repulsive as she was , needed help -- though she certainly did not look as if she were worrying over the lack of it ."
2363,"I brung up a boy that my sister left and he skinned out as soon as he got to be some good and wo n't give me a mite o ' help in my old age , ungrateful whelp as he is ."
3375,"Have you noticed , Mrs. Dr. dear , that the Czar has changed that Prish name to Premysl , which proves that the man had good sense , Russian though he is ?"
705,"I flew to the rescue and hauled you all three out before much harm was done , and your mother , who had seen it all from the upstairs window , came down and picked you up , dripping as you were , and gave you a beautiful spanking ."
2035,"Cousin Sophia had full range for her pessimism that gloomy autumn , and even Susan , incorrigible old optimist as she was , was hard put to it for cheer ."
1236,"The sergeant, as hard-boiled as they come, stood perfectly still"
2173,"'Why, Thomas, old as I am, I remember when Stonewall Jackson struck that"
1095,"Now, as creepy as this bird is, people are telling me this video is fake."
1819,"those blue waves hide; and this circumstance, slight as it may seem,"
2982,"Bad as things are , they might be worse ."
1396,"Uncle Alec , tired as he was from his hard day 's work and evening outing , was despatched for the doctor ."
1057,"Good and proper as they were now , once , so it seemed , they had gotten into mischief and even had their quarrels and disagreements ."
3346,assistance as may seem to you needful in pursuance of the
2893,"But early as it was we found the Story Girl in the kitchen when we went down , sitting on Rachel Ward 's blue chest and looking important ."
2331,"Yet, strange as it may seem, the young man missed several opportunities"
